variable,x,y
cattle_mask,-330.297998046875,0.41058394908905027
cattle_mask,-326.33442207031254,0.41058394908905027
cattle_mask,-322.37084609375,0.41058394908905027
cattle_mask,-318.4072701171875,0.41058394908905027
cattle_mask,-314.44369414062504,0.41058394908905027
cattle_mask,-310.4801181640625,0.41058394908905027
cattle_mask,-306.5165421875,0.41058394908905027
cattle_mask,-302.55296621093754,0.41058394908905027
cattle_mask,-298.589390234375,0.41058394908905027
cattle_mask,-294.6258142578125,0.41058394908905027
cattle_mask,-290.66223828125004,0.41058394908905027
cattle_mask,-286.6986623046875,0.41058394908905027
cattle_mask,-282.735086328125,0.41058394908905027
cattle_mask,-278.77151035156254,0.41058394908905027
cattle_mask,-274.80793437500006,0.41058394908905027
cattle_mask,-270.8443583984375,0.41058394908905027
cattle_mask,-266.88078242187504,0.41058394908905027
cattle_mask,-262.91720644531256,0.41058394908905027
cattle_mask,-258.95363046875,0.41058394908905027
cattle_mask,-254.99005449218754,0.41058394908905027
cattle_mask,-251.02647851562503,0.41058394908905027
cattle_mask,-247.06290253906252,0.41058394908905027
cattle_mask,-243.09932656250004,0.41058394908905027
cattle_mask,-239.13575058593753,0.41058394908905027
cattle_mask,-235.17217460937502,0.41058394908905027
cattle_mask,-231.20859863281254,0.41058394908905027
cattle_mask,-227.24502265625003,0.41058394908905027
cattle_mask,-223.28144667968752,0.41058394908905027
cattle_mask,-219.31787070312504,0.41058394908905027
cattle_mask,-215.35429472656253,0.41058394908905027
cattle_mask,-211.39071875000002,0.41058394908905027
cattle_mask,-207.42714277343754,0.41058394908905027
cattle_mask,-203.46356679687503,0.41058394908905027
cattle_mask,-199.49999082031252,0.41058394908905027
cattle_mask,-195.53641484375004,0.41058394908905027
cattle_mask,-191.57283886718753,0.41058394908905027
cattle_mask,-187.60926289062505,0.41058394908905027
cattle_mask,-183.64568691406254,0.41058394908905027
cattle_mask,-179.68211093750003,0.41058394908905027
cattle_mask,-175.71853496093755,0.41058394908905027
cattle_mask,-171.75495898437504,0.41058394908905027
cattle_mask,-167.79138300781253,0.41058394908905027
cattle_mask,-163.82780703125002,0.41058394908905027
cattle_mask,-159.8642310546875,0.41058394908905027
cattle_mask,-155.90065507812503,0.41058394908905027
cattle_mask,-151.93707910156252,0.41058394908905027
cattle_mask,-147.97350312500004,0.41058394908905027
cattle_mask,-144.00992714843753,0.41058394908905027
cattle_mask,-140.04635117187505,0.41058394908905027
cattle_mask,-136.08277519531254,0.41058394908905027
cattle_mask,-132.11919921875003,0.41058394908905027
cattle_mask,-128.15562324218754,0.41058394908905027
cattle_mask,-124.19204726562504,0.41058394908905027
cattle_mask,-120.22847128906255,0.41058394908905027
cattle_mask,-116.26489531250004,0.41058394908905027
cattle_mask,-112.30131933593754,0.41058394908905027
cattle_mask,-108.33774335937505,0.41058394908905027
cattle_mask,-104.37416738281252,0.41058394908905027
cattle_mask,-100.41059140625003,0.41058394908905027
cattle_mask,-96.44701542968753,0.41058394908905027
cattle_mask,-92.48343945312502,0.41058394908905027
cattle_mask,-88.51986347656253,0.41058394908905027
cattle_mask,-84.55628750000002,0.41058394908905027
cattle_mask,-80.59271152343754,0.41058394908905027
cattle_mask,-76.62913554687503,0.41058394908905027
cattle_mask,-72.6655595703125,0.41058394908905027
cattle_mask,-68.70198359375001,0.41058394908905027
cattle_mask,-64.73840761718753,0.41058394908905027
cattle_mask,-60.77483164062505,0.41058394908905027
cattle_mask,-56.811255664062514,0.41058394908905027
cattle_mask,-52.84767968750003,0.41058394908905027
cattle_mask,-48.884103710937495,0.41058394908905027
cattle_mask,-44.92052773437507,0.41058394908905027
cattle_mask,-40.95695175781253,0.41058394908905027
cattle_mask,-36.99337578125005,0.41058394908905027
cattle_mask,-33.029799804687514,0.41058394908905027
cattle_mask,-29.066223828125032,0.41058394908905027
cattle_mask,-25.10264785156255,0.41058394908905027
cattle_mask,-21.13907187500007,0.41058394908905027
cattle_mask,-17.175495898437532,0.41058394908905027
cattle_mask,-13.211919921875051,0.41058394908905027
cattle_mask,-9.248343945312513,0.41058394908905027
cattle_mask,-5.284767968750032,0.41058394908905027
cattle_mask,-1.3211919921875506,0.4137290745973587
cattle_mask,2.6423839843749874,0.4168742001056671
cattle_mask,6.605959960937469,0.426467727124691
cattle_mask,10.569535937500007,0.4360612541437149
cattle_mask,14.533111914062431,0.4470120951533317
cattle_mask,18.49668789062497,0.4579629361629486
cattle_mask,22.46026386718745,0.4705533415079116
cattle_mask,26.423839843749988,0.48314374685287476
cattle_mask,30.38741582031247,0.4957804471254349
cattle_mask,34.35099179687495,0.508417147397995
cattle_mask,38.31456777343743,0.5197911441326142
cattle_mask,42.27814374999997,0.5311651408672333
cattle_mask,46.24171972656245,0.5360060393810272
cattle_mask,50.20529570312493,0.5408469378948212
cattle_mask,54.16887167968747,0.543090894818306
cattle_mask,58.13244765624995,0.5453348517417907
cattle_mask,62.09602363281249,0.5475739032030106
cattle_mask,66.05959960937497,0.5498129546642303
cattle_mask,70.02317558593745,0.55204638838768
cattle_mask,73.98675156249993,0.5542798221111298
cattle_mask,77.95032753906247,0.5564016044139862
cattle_mask,81.91390351562495,0.5585233867168427
cattle_mask,85.87747949218749,0.5594308614730835
cattle_mask,89.84105546874991,0.5603383362293244
cattle_mask,93.80463144531245,0.5607460081577301
cattle_mask,97.76820742187493,0.5611536800861359
cattle_mask,101.73178339843747,0.5615607529878617
cattle_mask,105.69535937499995,0.5619678258895874
cattle_mask,109.65893535156243,0.5619930267333985
cattle_mask,113.62251132812492,0.5620182275772094
cattle_mask,117.58608730468745,0.5620182275772094
cattle_mask,121.54966328124999,0.5620182275772094
cattle_mask,125.51323925781247,0.5620182275772094
cattle_mask,129.47681523437495,0.5620182275772094
cattle_mask,133.44039121093743,0.5620182275772094
cattle_mask,137.40396718749997,0.5620182275772094
cattle_mask,141.36754316406245,0.5620182275772094
cattle_mask,145.331119140625,0.5620182275772094
cattle_mask,149.29469511718742,0.5620182275772094
cattle_mask,153.25827109374995,0.5620182275772094
cattle_mask,157.22184707031244,0.5620182275772094
cattle_mask,161.18542304687497,0.5620182275772094
cattle_mask,165.14899902343745,0.5620182275772094
cattle_mask,169.11257499999994,0.5620182275772094
cattle_mask,173.07615097656242,0.5620182275772094
cattle_mask,177.03972695312495,0.5620182275772094
cattle_mask,181.0033029296875,0.5620182275772094
cattle_mask,184.96687890625003,0.5620182275772094
cattle_mask,188.93045488281246,0.5620182275772094
cattle_mask,192.894030859375,0.5620182275772094
cattle_mask,196.85760683593742,0.5620182275772094
cattle_mask,200.82118281249996,0.5620182275772094
cattle_mask,204.7847587890625,0.5620182275772094
cattle_mask,208.74833476562492,0.5620182275772094
cattle_mask,212.71191074218746,0.5620182275772094
cattle_mask,216.67548671875,0.5620182275772094
cattle_mask,220.63906269531242,0.5620182275772094
cattle_mask,224.60263867187496,0.5620182275772094
cattle_mask,228.56621464843738,0.5620182275772094
cattle_mask,232.52979062500003,0.5620182275772094
cattle_mask,236.49336660156246,0.5620182275772094
cattle_mask,240.45694257812488,0.5620182275772094
cattle_mask,244.42051855468753,0.5620182275772094
cattle_mask,248.38409453124996,0.5620182275772094
cattle_mask,252.3476705078125,0.5620182275772094
cattle_mask,256.3112464843749,0.5620182275772094
cattle_mask,260.27482246093746,0.5620182275772094
cattle_mask,264.2383984375,0.5620182275772094
cattle_mask,268.2019744140624,0.5620182275772094
cattle_mask,272.16555039062496,0.5620182275772094
cattle_mask,276.1291263671875,0.5620182275772094
cattle_mask,280.0927023437499,0.5620182275772094
cattle_mask,284.05627832031246,0.5620182275772094
cattle_mask,288.0198542968749,0.5620182275772094
cattle_mask,291.98343027343753,0.5620182275772094
cattle_mask,295.94700624999996,0.5620182275772094
cattle_mask,299.9105822265624,0.5620182275772094
cattle_mask,303.8741582031249,0.5620182275772094
cattle_mask,307.83773417968746,0.5620182275772094
cattle_mask,311.80131015625,0.5620182275772094
cattle_mask,315.7648861328124,0.5620182275772094
cattle_mask,319.72846210937496,0.5620182275772094
cattle_mask,323.6920380859375,0.5620182275772094
cattle_mask,327.6556140624999,0.5620182275772094
cattle_mask,331.61919003906246,0.5620182275772094
cattle_mask,335.582766015625,0.5620182275772094
cattle_mask,339.5463419921874,0.5620182275772094
cattle_mask,343.50991796874996,0.5620182275772094
cattle_mask,347.4734939453124,0.5620182275772094
cattle_mask,351.43706992187504,0.5620182275772094
cattle_mask,355.40064589843746,0.5620182275772094
cattle_mask,359.3642218749999,0.5620182275772094
cattle_mask,363.3277978515624,0.5620182275772094
cattle_mask,367.29137382812496,0.5620182275772094
cattle_mask,371.2549498046875,0.5620182275772094
cattle_mask,375.2185257812499,0.5620182275772094
cattle_mask,379.18210175781246,0.5620182275772094
cattle_mask,383.145677734375,0.5620182275772094
cattle_mask,387.1092537109374,0.5620182275772094
cattle_mask,391.07282968749996,0.5620182275772094
cattle_mask,395.0364056640625,0.5620182275772094
cattle_mask,398.9999816406249,0.5620182275772094
cattle_mask,402.96355761718746,0.5620182275772094
cattle_mask,406.9271335937499,0.5620182275772094
cattle_mask,410.89070957031254,0.5620182275772094
cattle_mask,414.85428554687496,0.5620182275772094
cattle_mask,418.8178615234374,0.5620182275772094
cattle_mask,422.7814374999999,0.5620182275772094
cattle_mask,426.74501347656246,0.5620182275772094
cattle_mask,430.7085894531249,0.5620182275772094
cattle_mask,434.6721654296874,0.5620182275772094
cattle_mask,438.63574140624996,0.5620182275772094
cattle_mask,442.5993173828125,0.5620182275772094
cattle_mask,446.5628933593749,0.5620182275772094
cattle_mask,450.52646933593735,0.5620182275772094
cattle_mask,454.4900453125,0.5620182275772094
cattle_mask,458.4536212890624,0.5620182275772094
cattle_mask,462.41719726562496,0.5620182275772094
cattle_mask,466.3807732421874,0.5620182275772094
cattle_mask,470.3443492187499,0.5620182275772094
cattle_mask,474.30792519531246,0.5620182275772094
cattle_mask,478.2715011718749,0.5620182275772094
cattle_mask,482.2350771484374,0.5620182275772094
cattle_mask,486.19865312499996,0.5620182275772094
cattle_mask,490.1622291015624,0.5620182275772094
cattle_mask,494.1258050781249,0.5620182275772094
cattle_mask,498.08938105468735,0.5620182275772094
cattle_mask,502.05295703125,0.5620182275772094
cattle_mask,506.0165330078124,0.5620182275772094
cattle_mask,509.98010898437485,0.5620182275772094
cattle_mask,513.9436849609375,0.5620182275772094
cattle_mask,517.9072609374999,0.5620182275772094
cattle_mask,521.8708369140625,0.5620182275772094
cattle_mask,525.8344128906249,0.5620182275772094
cattle_mask,529.7979888671874,0.5620182275772094
cattle_mask,533.76156484375,0.5620182275772094
cattle_mask,537.7251408203124,0.5620182275772094
cattle_mask,541.6887167968749,0.5620182275772094
cattle_mask,545.6522927734375,0.5620182275772094
cattle_mask,549.6158687499999,0.5620182275772094
cattle_mask,553.5794447265624,0.5620182275772094
cattle_mask,557.5430207031249,0.5620182275772094
cattle_mask,561.5065966796875,0.5620182275772094
cattle_mask,565.4701726562499,0.5620182275772094
cattle_mask,569.4337486328124,0.5620182275772094
cattle_mask,573.397324609375,0.5620182275772094
cattle_mask,577.3609005859374,0.5620182275772094
cattle_mask,581.3244765625,0.5620182275772094
cattle_mask,585.2880525390624,0.5620182275772094
cattle_mask,589.2516285156249,0.5620182275772094
cattle_mask,593.2152044921875,0.5620182275772094
cattle_mask,597.1787804687499,0.5620182275772094
cattle_mask,601.1423564453124,0.5620182275772094
cattle_mask,605.105932421875,0.5620182275772094
cattle_mask,609.0695083984374,0.5620182275772094
cattle_mask,613.0330843749999,0.5620182275772094
cattle_mask,616.9966603515624,0.5620182275772094
cattle_mask,620.960236328125,0.5620182275772094
cattle_mask,624.9238123046874,0.5620182275772094
cattle_mask,628.8873882812499,0.5620182275772094
cattle_mask,632.8509642578125,0.5620182275772094
cattle_mask,636.8145402343749,0.5620182275772094
cattle_mask,640.7781162109375,0.5620182275772094
cattle_mask,644.7416921874999,0.5620182275772094
cattle_mask,648.7052681640624,0.5620182275772094
cattle_mask,652.668844140625,0.5620182275772094
cattle_mask,656.6324201171874,0.5620182275772094
cattle_mask,660.5959960937499,0.5620182275772094
cattle_mask,664.5595720703125,0.5620182275772094
cattle_mask,668.5231480468749,0.5620182275772094
cattle_mask,672.4867240234374,0.5620182275772094
cattle_mask,676.4502999999999,0.5620182275772094
cattle_mask,680.4138759765625,0.5620182275772094
cattle_mask,684.3774519531249,0.5620182275772094
cattle_mask,688.3410279296874,0.5620182275772094
cattle_mask,692.30460390625,0.5620182275772094
cattle_mask,696.2681798828124,0.5620182275772094
cattle_mask,700.2317558593751,0.5620182275772094
cattle_mask,704.1953318359375,0.5620182275772094
cattle_mask,708.1589078124999,0.5620182275772094
cattle_mask,712.1224837890624,0.5620182275772094
cattle_mask,716.086059765625,0.5620182275772094
cattle_mask,720.0496357421874,0.5620182275772094
cattle_mask,724.0132117187499,0.5620182275772094
cattle_mask,727.9767876953123,0.5620182275772094
cattle_mask,731.9403636718749,0.5620182275772094
cattle_mask,735.9039396484376,0.5620182275772094
cattle_mask,739.867515625,0.5620182275772094
