variable,x,y
Landuse01 Water,-0.00507882991223596,0.8121973872184753
Landuse01 Water,-0.004941116645000875,0.8121973872184753
Landuse01 Water,-0.0048034033777657895,0.8121973872184753
Landuse01 Water,-0.0046656901105307045,0.8121973872184753
Landuse01 Water,-0.004527976843295619,0.8121973872184753
Landuse01 Water,-0.004390263576060534,0.8121973872184753
Landuse01 Water,-0.004252550308825449,0.8121973872184753
Landuse01 Water,-0.004114837041590363,0.8121973872184753
Landuse01 Water,-0.003977123774355277,0.8121973872184753
Landuse01 Water,-0.003839410507120192,0.8121973872184753
Landuse01 Water,-0.003701697239885107,0.8121973872184753
Landuse01 Water,-0.003563983972650021,0.8121973872184753
Landuse01 Water,-0.003426270705414936,0.8121973872184753
Landuse01 Water,-0.0032885574381798506,0.8121973872184753
Landuse01 Water,-0.003150844170944765,0.8121973872184753
Landuse01 Water,-0.0030131309037096797,0.8121973872184753
Landuse01 Water,-0.0028754176364745943,0.8121973872184753
Landuse01 Water,-0.0027377043692395093,0.8121973872184753
Landuse01 Water,-0.002599991102004424,0.8121973872184753
Landuse01 Water,-0.0024622778347693384,0.8121973872184753
Landuse01 Water,-0.002324564567534253,0.8121973872184753
Landuse01 Water,-0.0021868513002991675,0.8121973872184753
Landuse01 Water,-0.002049138033064082,0.8121973872184753
Landuse01 Water,-0.0019114247658289967,0.8121973872184753
Landuse01 Water,-0.0017737114985939117,0.8121973872184753
Landuse01 Water,-0.0016359982313588262,0.8121973872184753
Landuse01 Water,-0.0014982849641237408,0.8121973872184753
Landuse01 Water,-0.0013605716968886554,0.8121973872184753
Landuse01 Water,-0.00122285842965357,0.8121973872184753
Landuse01 Water,-0.001085145162418485,0.8121973872184753
Landuse01 Water,-9.474318951833991E-4,0.8121973872184753
Landuse01 Water,-8.097186279483141E-4,0.8121973872184753
Landuse01 Water,-6.720053607132282E-4,0.8121973872184753
Landuse01 Water,-5.342920934781432E-4,0.8121973872184753
Landuse01 Water,-3.965788262430582E-4,0.8121973872184753
Landuse01 Water,-2.5886555900797234E-4,0.8121973872184753
Landuse01 Water,-1.2115229177288734E-4,0.8121973872184753
Landuse01 Water,1.6560975462198528E-5,0.8121973872184753
Landuse01 Water,1.5427424269728353E-4,0.8121973872184753
Landuse01 Water,2.919875099323694E-4,0.8121973872184753
Landuse01 Water,4.297007771674544E-4,0.8121973872184753
Landuse01 Water,5.674140444025394E-4,0.8121973872184753
Landuse01 Water,7.051273116376253E-4,0.8077600598335266
Landuse01 Water,8.428405788727103E-4,0.7939717173576355
Landuse01 Water,9.805538461077961E-4,0.7794662714004517
Landuse01 Water,0.0011182671133428811,0.7642446756362915
Landuse01 Water,0.001255980380577967,0.7483137249946594
Landuse01 Water,0.001393693647813052,0.7316862940788269
Landuse01 Water,0.001531406915048137,0.7143818736076355
Landuse01 Water,0.0016691201822832229,0.6964266896247864
Landuse01 Water,0.0018068334495183079,0.6778541207313538
Landuse01 Water,0.0019445467167533937,0.6587045192718506
Landuse01 Water,0.0020822599839884787,0.6390252709388733
Landuse01 Water,0.0022199732512235637,0.6188703179359436
Landuse01 Water,0.0023576865184586496,0.5983000993728638
Landuse01 Water,0.0024953997856937346,0.577380359172821
Landuse01 Water,0.0026331130529288205,0.5561819672584534
Landuse01 Water,0.0027708263201639063,0.5347796678543091
Landuse01 Water,0.0029085395873989905,0.5132511854171753
Landuse01 Water,0.0030462528546340763,0.4934011399745941
Landuse01 Water,0.003183966121869162,0.476419061422348
Landuse01 Water,0.0033216793891042463,0.4713382422924042
Landuse01 Water,0.003459392656339332,0.47113198041915894
Landuse01 Water,0.003597105923574418,0.4709284007549286
Landuse01 Water,0.003734819190809504,0.47072747349739075
Landuse01 Water,0.003872532458044588,0.4705292284488678
Landuse01 Water,0.004010245725279674,0.47033363580703735
Landuse01 Water,0.00414795899251476,0.4701406955718994
Landuse01 Water,0.004285672259749844,0.46995043754577637
Landuse01 Water,0.00442338552698493,0.4697628617286682
Landuse01 Water,0.004561098794220016,0.46957793831825256
Landuse01 Water,0.0046988120614551016,0.4693956673145294
Landuse01 Water,0.004836525328690186,0.46921607851982117
Landuse01 Water,0.0049742385959252716,0.4690391421318054
Landuse01 Water,0.005111951863160357,0.4688648581504822
Landuse01 Water,0.0052496651303954416,0.46869325637817383
Landuse01 Water,0.005387378397630527,0.46852433681488037
Landuse01 Water,0.005525091664865613,0.46835803985595703
Landuse01 Water,0.005662804932100699,0.4681944251060486
Landuse01 Water,0.005800518199335783,0.46803349256515503
Landuse01 Water,0.005938231466570869,0.4678751826286316
Landuse01 Water,0.006075944733805955,0.46771955490112305
Landuse01 Water,0.006213658001041039,0.467566579580307
Landuse01 Water,0.006351371268276125,0.46741628646850586
Landuse01 Water,0.006489084535511211,0.4672686457633972
Landuse01 Water,0.006626797802746297,0.4671236574649811
Landuse01 Water,0.006764511069981381,0.46698135137557983
Landuse01 Water,0.006902224337216467,0.4668416678905487
Landuse01 Water,0.007039937604451553,0.46670466661453247
Landuse01 Water,0.007177650871686637,0.46657031774520874
Landuse01 Water,0.007315364138921723,0.4664386510848999
Landuse01 Water,0.0074530774061568085,0.4663096070289612
Landuse01 Water,0.007590790673391894,0.46618324518203735
Landuse01 Water,0.0077285039406269785,0.46605953574180603
Landuse01 Water,0.007866217207862064,0.4659385085105896
Landuse01 Water,0.00800393047509715,0.4658201038837433
Landuse01 Water,0.008141643742332234,0.46570438146591187
Landuse01 Water,0.00827935700956732,0.46559131145477295
Landuse01 Water,0.008417070276802406,0.46548089385032654
Landuse01 Water,0.00855478354403749,0.46537312865257263
Landuse01 Water,0.008692496811272576,0.46526801586151123
Landuse01 Water,0.008830210078507662,0.4651655852794647
Landuse01 Water,0.008967923345742748,0.46506577730178833
Landuse01 Water,0.009105636612977832,0.46496865153312683
Landuse01 Water,0.009243349880212918,0.46487417817115784
Landuse01 Water,0.009381063147448004,0.46478235721588135
Landuse01 Water,0.009518776414683088,0.46469318866729736
Landuse01 Water,0.009656489681918174,0.4646066725254059
Landuse01 Water,0.00979420294915326,0.4645228385925293
Landuse01 Water,0.009931916216388345,0.4644416272640228
Landuse01 Water,0.01006962948362343,0.46436309814453125
Landuse01 Water,0.010207342750858515,0.4642871916294098
Landuse01 Water,0.010345056018093601,0.4642139673233032
Landuse01 Water,0.010482769285328685,0.4641433656215668
Landuse01 Water,0.010620482552563773,0.4640754461288452
Landuse01 Water,0.010758195819798855,0.46401017904281616
Landuse01 Water,0.010895909087033941,0.4639475643634796
Landuse01 Water,0.011033622354269027,0.46388760209083557
Landuse01 Water,0.011171335621504113,0.46383029222488403
Landuse01 Water,0.011309048888739199,0.463775634765625
Landuse01 Water,0.011446762155974285,0.46372362971305847
Landuse01 Water,0.01158447542320937,0.46367427706718445
Landuse01 Water,0.011722188690444453,0.46362757682800293
Landuse01 Water,0.011859901957679539,0.4635835289955139
Landuse01 Water,0.011997615224914625,0.4635421335697174
Landuse01 Water,0.01213532849214971,0.4635033905506134
Landuse01 Water,0.012273041759384797,0.4634673297405243
Landuse01 Water,0.012410755026619882,0.4634338915348053
Landuse01 Water,0.012548468293854968,0.4634031057357788
Landuse01 Water,0.01268618156109005,0.4633749723434448
Landuse01 Water,0.012823894828325137,0.46334952116012573
Landuse01 Water,0.012961608095560222,0.46332669258117676
Landuse01 Water,0.013099321362795308,0.4633065164089203
Landuse01 Water,0.013237034630030394,0.4632889926433563
Landuse01 Water,0.01337474789726548,0.46327412128448486
Landuse01 Water,0.013512461164500566,0.4632619321346283
Landuse01 Water,0.013650174431735648,0.46325236558914185
Landuse01 Water,0.013787887698970734,0.4632454514503479
Landuse01 Water,0.01392560096620582,0.463250994682312
Landuse01 Water,0.014063314233440906,0.463472843170166
Landuse01 Water,0.014201027500675992,0.46374502778053284
Landuse01 Water,0.014338740767911078,0.46401992440223694
Landuse01 Water,0.014476454035146163,0.46429747343063354
Landuse01 Water,0.014614167302381246,0.46457770466804504
Landuse01 Water,0.014751880569616332,0.46486058831214905
Landuse01 Water,0.014889593836851418,0.46514618396759033
Landuse01 Water,0.015027307104086503,0.4654344320297241
Landuse01 Water,0.01516502037132159,0.4657253623008728
Landuse01 Water,0.015302733638556675,0.4660189747810364
Landuse01 Water,0.015440446905791761,0.46631523966789246
Landuse01 Water,0.015578160173026843,0.4666142165660858
Landuse01 Water,0.01571587344026193,0.4669158458709717
Landuse01 Water,0.015853586707497015,0.4672201871871948
Landuse01 Water,0.0159912999747321,0.4675271809101105
Landuse01 Water,0.016129013241967187,0.467836856842041
Landuse01 Water,0.016266726509202273,0.46814924478530884
Landuse01 Water,0.01640443977643736,0.46846428513526917
Landuse01 Water,0.01654215304367244,0.4687820076942444
Landuse01 Water,0.016679866310907527,0.4691024124622345
Landuse01 Water,0.016817579578142613,0.4694254994392395
Landuse01 Water,0.0169552928453777,0.4697512686252594
Landuse01 Water,0.017093006112612785,0.4700797200202942
Landuse01 Water,0.01723071937984787,0.47041088342666626
Landuse01 Water,0.017368432647082956,0.47074469923973083
Landuse01 Water,0.01750614591431804,0.4710811972618103
Landuse01 Water,0.017643859181553125,0.47142037749290466
Landuse01 Water,0.01778157244878821,0.4717622697353363
Landuse01 Water,0.017919285716023296,0.47210681438446045
Landuse01 Water,0.018056998983258382,0.4724540710449219
Landuse01 Water,0.018194712250493468,0.4728040099143982
Landuse01 Water,0.018332425517728554,0.473156601190567
Landuse01 Water,0.018470138784963636,0.4735119044780731
Landuse01 Water,0.018607852052198722,0.4738699197769165
Landuse01 Water,0.018745565319433808,0.4742305874824524
Landuse01 Water,0.018883278586668894,0.4745939373970032
Landuse01 Water,0.01902099185390398,0.47495999932289124
Landuse01 Water,0.019158705121139066,0.4753287136554718
Landuse01 Water,0.01929641838837415,0.47570013999938965
Landuse01 Water,0.019434131655609234,0.4760742485523224
Landuse01 Water,0.01957184492284432,0.47645103931427
Landuse01 Water,0.019709558190079406,0.47683054208755493
Landuse01 Water,0.01984727145731449,0.47721269726753235
Landuse01 Water,0.019984984724549577,0.47759756445884705
Landuse01 Water,0.020122697991784663,0.47798511385917664
Landuse01 Water,0.02026041125901975,0.4783753454685211
Landuse01 Water,0.02039812452625483,0.4787682890892029
Landuse01 Water,0.020535837793489917,0.47916388511657715
Landuse01 Water,0.020673551060725003,0.4795621931552887
Landuse01 Water,0.02081126432796009,0.47996318340301514
Landuse01 Water,0.020948977595195175,0.48036685585975647
Landuse01 Water,0.02108669086243026,0.4807732403278351
Landuse01 Water,0.021224404129665343,0.4811822772026062
Landuse01 Water,0.02136211739690043,0.4815940260887146
Landuse01 Water,0.021499830664135515,0.4820084571838379
Landuse01 Water,0.0216375439313706,0.4824255704879761
Landuse01 Water,0.021775257198605687,0.48284539580345154
Landuse01 Water,0.021912970465840773,0.4832678735256195
Landuse01 Water,0.02205068373307586,0.48369306325912476
Landuse01 Water,0.02218839700031094,0.4841209352016449
Landuse01 Water,0.022326110267546027,0.48455148935317993
Landuse01 Water,0.022463823534781113,0.48498472571372986
Landuse01 Water,0.0226015368020162,0.48542067408561707
Landuse01 Water,0.022739250069251284,0.4858592748641968
Landuse01 Water,0.02287696333648637,0.48630058765411377
Landuse01 Water,0.023014676603721456,0.48674458265304565
Landuse01 Water,0.02315238987095654,0.48719125986099243
Landuse01 Water,0.023290103138191624,0.4876406192779541
