variable,x,y
Landuse07 Built Area,-0.048795151719241404,0.09417924284934998
Landuse07 Built Area,-0.04761477599581704,0.09417924284934998
Landuse07 Built Area,-0.04643440027239267,0.09417924284934998
Landuse07 Built Area,-0.0452540245489683,0.09417924284934998
Landuse07 Built Area,-0.04407364882554393,0.09417924284934998
Landuse07 Built Area,-0.042893273102119565,0.09417924284934998
Landuse07 Built Area,-0.0417128973786952,0.09417924284934998
Landuse07 Built Area,-0.04053252165527083,0.09417924284934998
Landuse07 Built Area,-0.039352145931846466,0.09417924284934998
Landuse07 Built Area,-0.03817177020842209,0.09417924284934998
Landuse07 Built Area,-0.036991394484997726,0.09417924284934998
Landuse07 Built Area,-0.03581101876157336,0.09417924284934998
Landuse07 Built Area,-0.034630643038148994,0.09417924284934998
Landuse07 Built Area,-0.03345026731472463,0.09417924284934998
Landuse07 Built Area,-0.032269891591300254,0.09417924284934998
Landuse07 Built Area,-0.03108951586787589,0.09417924284934998
Landuse07 Built Area,-0.02990914014445152,0.09417924284934998
Landuse07 Built Area,-0.02872876442102715,0.09417924284934998
Landuse07 Built Area,-0.027548388697602788,0.09417924284934998
Landuse07 Built Area,-0.026368012974178418,0.09417924284934998
Landuse07 Built Area,-0.025187637250754052,0.09417924284934998
Landuse07 Built Area,-0.024007261527329682,0.09417924284934998
Landuse07 Built Area,-0.022826885803905315,0.09417924284934998
Landuse07 Built Area,-0.02164651008048095,0.09417924284934998
Landuse07 Built Area,-0.02046613435705658,0.09417924284934998
Landuse07 Built Area,-0.01928575863363221,0.09417924284934998
Landuse07 Built Area,-0.018105382910207846,0.09417924284934998
Landuse07 Built Area,-0.016925007186783476,0.09417924284934998
Landuse07 Built Area,-0.01574463146335911,0.09417924284934998
Landuse07 Built Area,-0.014564255739934737,0.09417924284934998
Landuse07 Built Area,-0.013383880016510377,0.09417924284934998
Landuse07 Built Area,-0.012203504293086004,0.09417924284934998
Landuse07 Built Area,-0.011023128569661637,0.09417924284934998
Landuse07 Built Area,-0.009842752846237271,0.09417924284934998
Landuse07 Built Area,-0.008662377122812898,0.09417924284934998
Landuse07 Built Area,-0.007482001399388538,0.09417924284934998
Landuse07 Built Area,-0.006301625675964172,0.09417924284934998
Landuse07 Built Area,-0.005121249952539798,0.09417924284934998
Landuse07 Built Area,-0.003940874229115432,0.09417924284934998
Landuse07 Built Area,-0.0027604985056910655,0.09417924284934998
Landuse07 Built Area,-0.0015801227822666991,0.09417924284934998
Landuse07 Built Area,-3.997470588423327E-4,0.09417924284934998
Landuse07 Built Area,7.806286645820407E-4,0.09687910974025726
Landuse07 Built Area,0.001961004388006407,0.10539707541465759
Landuse07 Built Area,0.0031413801114307735,0.11456896364688873
Landuse07 Built Area,0.004321755834855147,0.12442800402641296
Landuse07 Built Area,0.005502131558279506,0.13500608503818512
Landuse07 Built Area,0.006682507281703873,0.14633314311504364
Landuse07 Built Area,0.007862883005128246,0.15843647718429565
Landuse07 Built Area,0.009043258728552613,0.1713399589061737
Landuse07 Built Area,0.010223634451976986,0.18506325781345367
Landuse07 Built Area,0.011404010175401345,0.19962091743946075
Landuse07 Built Area,0.012584385898825712,0.21502156555652618
Landuse07 Built Area,0.013764761622250078,0.2312670648097992
Landuse07 Built Area,0.014945137345674452,0.24835163354873657
Landuse07 Built Area,0.01612551306909881,0.26626116037368774
Landuse07 Built Area,0.017305888792523184,0.28497254848480225
Landuse07 Built Area,0.018486264515947558,0.3044532835483551
Landuse07 Built Area,0.01966664023937193,0.3246610164642334
Landuse07 Built Area,0.02084701596279629,0.34554368257522583
Landuse07 Built Area,0.02202739168622065,0.36703959107398987
Landuse07 Built Area,0.023207767409645023,0.38907769322395325
Landuse07 Built Area,0.024388143133069397,0.41157862544059753
Landuse07 Built Area,0.02556851885649377,0.43445539474487305
Landuse07 Built Area,0.02674889457991813,0.4574732184410095
Landuse07 Built Area,0.02792927030334249,0.4695614278316498
Landuse07 Built Area,0.029109646026766862,0.4713607132434845
Landuse07 Built Area,0.030290021750191222,0.47299933433532715
Landuse07 Built Area,0.03147039747361561,0.47463855147361755
Landuse07 Built Area,0.03265077319703997,0.4762783348560333
Landuse07 Built Area,0.03383114892046433,0.4779186248779297
Landuse07 Built Area,0.0350115246438887,0.47955936193466187
Landuse07 Built Area,0.03619190036731306,0.48120057582855225
Landuse07 Built Area,0.03737227609073745,0.48284217715263367
Landuse07 Built Area,0.03855265181416181,0.48448413610458374
Landuse07 Built Area,0.03973302753758617,0.48612645268440247
Landuse07 Built Area,0.04091340326101054,0.48776906728744507
Landuse07 Built Area,0.0420937789844349,0.4894119203090668
Landuse07 Built Area,0.04327415470785927,0.4910550117492676
Landuse07 Built Area,0.04445453043128365,0.4926983118057251
Landuse07 Built Area,0.045634906154708006,0.49434176087379456
Landuse07 Built Area,0.04681528187813238,0.49598535895347595
Landuse07 Built Area,0.04799565760155674,0.4976290166378021
Landuse07 Built Area,0.04917603332498111,0.4992276728153229
Landuse07 Built Area,0.050356409048405486,0.5005915760993958
Landuse07 Built Area,0.05153678477182986,0.5019554495811462
Landuse07 Built Area,0.05271716049525422,0.5033193230628967
Landuse07 Built Area,0.05389753621867858,0.5046831369400024
Landuse07 Built Area,0.05507791194210295,0.5060468912124634
Landuse07 Built Area,0.056258287665527325,0.5074105858802795
Landuse07 Built Area,0.0574386633889517,0.5087741017341614
Landuse07 Built Area,0.05861903911237606,0.5101375579833984
Landuse07 Built Area,0.05979941483580042,0.5115007758140564
Landuse07 Built Area,0.06097979055922479,0.5128638744354248
Landuse07 Built Area,0.06216016628264915,0.5142267942428589
Landuse07 Built Area,0.06334054200607353,0.5155894756317139
Landuse07 Built Area,0.06452091772949789,0.5169519782066345
Landuse07 Built Area,0.06570129345292225,0.5183141827583313
Landuse07 Built Area,0.06688166917634664,0.5196760892868042
Landuse07 Built Area,0.068062044899771,0.521037757396698
Landuse07 Built Area,0.06924242062319538,0.5223990678787231
Landuse07 Built Area,0.07042279634661974,0.5237600803375244
Landuse07 Built Area,0.0716031720700441,0.525120735168457
Landuse07 Built Area,0.07278354779346846,0.5264809727668762
Landuse07 Built Area,0.07396392351689282,0.5278409123420715
Landuse07 Built Area,0.07514429924031721,0.5292003750801086
Landuse07 Built Area,0.07632467496374157,0.5305593609809875
Landuse07 Built Area,0.07750505068716593,0.5319179892539978
Landuse07 Built Area,0.07868542641059031,0.5332760810852051
Landuse07 Built Area,0.07986580213401467,0.5346336960792542
Landuse07 Built Area,0.08104617785743903,0.5359907746315002
Landuse07 Built Area,0.08222655358086342,0.5373473763465881
Landuse07 Built Area,0.08340692930428778,0.5387033820152283
Landuse07 Built Area,0.08458730502771214,0.5400588512420654
Landuse07 Built Area,0.08576768075113653,0.5414136648178101
Landuse07 Built Area,0.08694805647456089,0.5427679419517517
Landuse07 Built Area,0.08812843219798527,0.544121503829956
Landuse07 Built Area,0.08930880792140963,0.5454744696617126
Landuse07 Built Area,0.09048918364483399,0.5468267798423767
Landuse07 Built Area,0.09166955936825835,0.5481783747673035
Landuse07 Built Area,0.09284993509168271,0.5495292544364929
Landuse07 Built Area,0.0940303108151071,0.5508794188499451
Landuse07 Built Area,0.09521068653853146,0.5522288084030151
Landuse07 Built Area,0.09639106226195582,0.5535774230957031
Landuse07 Built Area,0.0975714379853802,0.5549253225326538
